Vehicle_ID,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr
1713,Nickel-manganese-cobalt,141.6,296,Mobile Charging,7.4
1714,Nickel-metal hydride,86.8,243,Vehicle-to-Load (V2L),1.9
1715,Zinc-air,114.8,528,Battery Swapping,10.1
1716,Lead-acid,131,504,Mobile Charging,11.9
1717,Magnesium-ion,109,590,Mobile Charging,5.2
1718,Solid-state,74.4,256,Vehicle-to-Grid (V2G),3
1719,Lead-acid,147.1,185,Level 2 Charging,1.8
1720,Nickel-cobalt-aluminum,139.7,510,Ultra-Fast Charging (350 kW+),1.4
1721,Nickel-metal hydride,98.2,483,Solar Charging,4.8
1722,Nickel-manganese-cobalt,130.6,475,Inductive (Wireless) Charging,7.4
1723,Lead-acid,134.5,134,Battery Swapping,10.1
1724,Zinc-air,97.8,283,Battery Swapping,1.6
1725,Nickel-cobalt-aluminum,87.8,477,Mobile Charging,9.4
1726,Aluminum-ion,114.8,387,NACS,8.6
1727,Aluminum-ion,75.7,114,Vehicle-to-Load (V2L),8.5
1728,Lithium-titanate,100.2,550,Ultra-Fast Charging (350 kW+),9.8
1729,Lithium-sulfur,41.9,489,Battery Swapping,2.3
1730,Lithium-titanate,136.3,146,CCS,8.2
1731,Sodium-ion,45,376,DC Fast Charging (DCFC),10.8
1732,Calcium-ion,29.9,561,DC Fast Charging (DCFC),0.8
1733,Nickel-cobalt-aluminum,112.4,321,Vehicle-to-Grid (V2G),7.4
1734,Zinc-air,108,527,Ultra-Fast Charging (350 kW+),9.5
1735,Magnesium-ion,59,364,Ultra-Fast Charging (350 kW+),11.5
1736,Magnesium-ion,125.1,515,Solar Charging,2.5
1737,Calcium-ion,128.3,395,Overhead Pantograph Charging,2.4
1738,Calcium-ion,144.8,245,Mobile Charging,2.9
1739,Magnesium-ion,96.5,240,CHAdeMO,6.8
1740,Zinc-air,90.1,396,Battery Swapping,5.8
1741,Nickel-manganese-cobalt,138.1,141,Level 1 Charging,11.6
1742,Lithium-titanate,62.4,434,Mobile Charging,1.4
1743,Zinc-air,135.4,322,Mobile Charging,0.7
1744,Lithium-ion,37.6,464,Battery Swapping,10.9
1745,Sodium-ion,27.2,541,Ultra-Fast Charging (350 kW+),6.7
1746,Zinc-air,51.8,483,Vehicle-to-Grid (V2G),10.4
1747,Nickel-manganese-cobalt,91.4,293,Mobile Charging,1.5
1748,Lead-acid,68.9,343,Level 2 Charging,10.8
1749,Zinc-air,53.6,360,Plug-in Hydrogen Refueling,9.1
1750,Lithium-titanate,129.5,561,Level 2 Charging,5.7
1751,Nickel-manganese-cobalt,90,456,Level 2 Charging,6.4
1752,Calcium-ion,85.3,271,CHAdeMO,7.3
1753,Lithium-ion,54.5,176,Level 1 Charging,11.5
1754,Flow batteries,121,130,Level 2 Charging,9.6
1755,Lithium-titanate,57.8,234,Mobile Charging,3.3
1756,Lithium-ion,102.1,568,Level 1 Charging,10.4
1757,Solid-state,30.2,452,Plug-in Hydrogen Refueling,10.1
1758,Lithium-sulfur,114.9,340,Vehicle-to-Home (V2H),5.4
1759,Aluminum-ion,39.1,414,Level 1 Charging,9
1760,Lithium-titanate,50.1,473,NACS,7.1
1761,Lithium-sulfur,27.1,134,Inductive (Wireless) Charging,10.6
1762,Sodium-ion,41.8,333,Solar Charging,10.4
1763,Lithium-iron phosphate,129,142,Vehicle-to-Grid (V2G),5.3
1764,Nickel-metal hydride,66.2,291,Inductive (Wireless) Charging,3.6
1765,Nickel-manganese-cobalt,91.5,267,Mobile Charging,10.6
1766,Magnesium-ion,87.4,554,CCS,4.8
1767,Aluminum-ion,113.1,121,Level 2 Charging,11.9
1768,Nickel-manganese-cobalt,116.8,223,Level 2 Charging,10.2
1769,Solid-state,45.6,142,Mobile Charging,10.7
1770,Solid-state,107.3,151,Level 2 Charging,7.6
1771,Lithium-titanate,124,266,Solar Charging,1.9
1772,Lithium-sulfur,109,578,CCS,0.8
1773,Flow batteries,52.5,509,CCS,5.2
1774,Magnesium-ion,69.5,416,Plug-in Hydrogen Refueling,11.5
1775,Magnesium-ion,102.4,572,Overhead Pantograph Charging,6.2
1776,Nickel-manganese-cobalt,115.6,230,Inductive (Wireless) Charging,6.9
1777,Aluminum-ion,102.1,364,Plug-in Hydrogen Refueling,0.7
1778,Aluminum-ion,82,330,Plug-in Hydrogen Refueling,8.5
1779,Nickel-cobalt-aluminum,145.2,232,Inductive (Wireless) Charging,0.9
1780,Sodium-ion,75.3,566,Ultra-Fast Charging (350 kW+),1.4
1781,Nickel-cobalt-aluminum,21.2,243,Vehicle-to-Load (V2L),10.1
1782,Magnesium-ion,113.7,231,Mobile Charging,8.9
1783,Lithium-iron phosphate,60,165,Ultra-Fast Charging (350 kW+),7.3
1784,Nickel-manganese-cobalt,21,384,Battery Swapping,10.4
1785,Flow batteries,89.5,195,NACS,6.5
1786,Lead-acid,114.6,448,Vehicle-to-Grid (V2G),6.1
1787,Zinc-air,62.3,394,Vehicle-to-Load (V2L),4.3
1788,Lithium-titanate,100.9,240,Vehicle-to-Home (V2H),11.6
1789,Solid-state,122.7,416,Vehicle-to-Load (V2L),5.4
1790,Lead-acid,97.9,221,Level 1 Charging,11
1791,Zinc-air,81.8,427,CHAdeMO,2.5
1792,Lead-acid,26.3,421,Battery Swapping,5.5
1793,Nickel-manganese-cobalt,117.2,291,Plug-in Hydrogen Refueling,5.1
1794,Zinc-air,135.8,348,Battery Swapping,11.2
1795,Zinc-air,109.8,463,Overhead Pantograph Charging,5.2
1796,Lithium-iron phosphate,131.9,444,Vehicle-to-Load (V2L),5.7
1797,Flow batteries,86.6,247,Plug-in Hydrogen Refueling,0.5
1798,Nickel-manganese-cobalt,82.8,289,DC Fast Charging (DCFC),2.3
1799,Zinc-air,90.4,366,Ultra-Fast Charging (350 kW+),6.4
1800,Sodium-ion,59.4,413,Battery Swapping,8
1801,Lithium-titanate,20.3,398,Battery Swapping,9.3
1802,Solid-state,149.2,439,Level 2 Charging,1.8
1803,Nickel-manganese-cobalt,37.4,280,Overhead Pantograph Charging,5.9
1804,Sodium-ion,133.8,291,Vehicle-to-Home (V2H),3
1805,Lithium-titanate,97.7,526,Vehicle-to-Load (V2L),4.7
1806,Lithium-iron phosphate,116.4,435,Solar Charging,5.6
1807,Zinc-air,83.6,514,Ultra-Fast Charging (350 kW+),11.7
1808,Solid-state,80,197,Plug-in Hydrogen Refueling,1.7
1809,Lithium-sulfur,94.7,350,Vehicle-to-Grid (V2G),8.6
1810,Lead-acid,120.2,572,Vehicle-to-Grid (V2G),5.6
1811,Lithium-ion,83.6,332,CHAdeMO,2
1812,Zinc-air,80.9,538,Solar Charging,2.4
1813,Lead-acid,145.2,200,Level 1 Charging,8.1
1814,Nickel-metal hydride,143.3,442,Vehicle-to-Grid (V2G),3.2
1815,Solid-state,31.5,164,CHAdeMO,11.5
1816,Lead-acid,93.8,600,CHAdeMO,10.2
1817,Nickel-metal hydride,68.7,519,Mobile Charging,3.7
1818,Lithium-iron phosphate,86.5,109,Mobile Charging,2.2
1819,Magnesium-ion,136.7,541,Vehicle-to-Load (V2L),11.3
1820,Solid-state,44,186,Inductive (Wireless) Charging,11
1821,Flow batteries,106.5,322,CCS,11.7
1822,Flow batteries,74.1,590,CCS,6.2
1823,Lithium-ion,49.4,523,NACS,5
1824,Magnesium-ion,50,449,Level 1 Charging,4.9
1825,Calcium-ion,106.1,158,Vehicle-to-Home (V2H),8.4
1826,Lithium-sulfur,42.8,591,Mobile Charging,11.1
1827,Lithium-titanate,140.8,112,Vehicle-to-Home (V2H),4.7
1828,Lithium-iron phosphate,108.7,418,DC Fast Charging (DCFC),0.5
1829,Solid-state,23.4,183,DC Fast Charging (DCFC),4
1830,Zinc-air,21.6,212,Mobile Charging,9.8
1831,Nickel-manganese-cobalt,138,557,Solar Charging,1.3
1832,Lithium-iron phosphate,78.3,386,Battery Swapping,1.8
1833,Flow batteries,129.6,576,Vehicle-to-Home (V2H),8.3
1834,Lithium-titanate,127.7,471,Vehicle-to-Home (V2H),4.3
1835,Lithium-sulfur,111.1,324,Inductive (Wireless) Charging,10.2
1836,Calcium-ion,95.4,555,Solar Charging,9.7
1837,Flow batteries,116.6,314,Mobile Charging,5.8
1838,Zinc-air,21.4,359,Battery Swapping,11.5
1839,Lithium-iron phosphate,87.5,576,Vehicle-to-Grid (V2G),9.5
1840,Nickel-cobalt-aluminum,49,339,NACS,10.6
1841,Nickel-cobalt-aluminum,42.4,438,Level 2 Charging,5.2
1842,Aluminum-ion,49.9,243,Plug-in Hydrogen Refueling,0.8
1843,Sodium-ion,105.1,197,Mobile Charging,5.5
1844,Lithium-sulfur,89,523,Mobile Charging,3.8
1845,Lithium-sulfur,137.6,371,Level 1 Charging,4.2
1846,Nickel-cobalt-aluminum,23.6,192,Level 2 Charging,3.1
1847,Nickel-cobalt-aluminum,145.4,572,Inductive (Wireless) Charging,11.4
1848,Lithium-sulfur,124.2,512,Solar Charging,7
1849,Lithium-iron phosphate,118.8,377,Level 1 Charging,5.9
1850,Magnesium-ion,20.5,470,Vehicle-to-Load (V2L),4.6
1851,Nickel-metal hydride,133.7,263,Level 1 Charging,9.5
1852,Lithium-sulfur,115.5,577,Inductive (Wireless) Charging,2.8
1853,Lithium-ion,123.4,542,Battery Swapping,4.4
1854,Flow batteries,79.8,148,Overhead Pantograph Charging,1
1855,Lithium-ion,35.5,387,CHAdeMO,6.8
1856,Zinc-air,64.3,182,CCS,4.5
1857,Aluminum-ion,122.4,271,Vehicle-to-Home (V2H),4
1858,Sodium-ion,98.2,364,Ultra-Fast Charging (350 kW+),8.5
1859,Nickel-metal hydride,134.6,232,Solar Charging,2.7
1860,Sodium-ion,137.5,485,Solar Charging,3.1
1861,Lithium-sulfur,36.3,341,Vehicle-to-Grid (V2G),11.6
1862,Lithium-sulfur,134.3,307,Plug-in Hydrogen Refueling,8.5
1863,Lithium-ion,97.4,143,Battery Swapping,11.1
1864,Lithium-sulfur,138.5,232,Vehicle-to-Load (V2L),11.5
1865,Magnesium-ion,59.8,180,Ultra-Fast Charging (350 kW+),10.1
1866,Nickel-metal hydride,76.1,567,NACS,9
1867,Lithium-ion,76.2,531,Vehicle-to-Home (V2H),5.2
1868,Lithium-titanate,139.7,190,Ultra-Fast Charging (350 kW+),1.9
1869,Lithium-iron phosphate,108.9,304,Level 1 Charging,3.7
1870,Calcium-ion,123.8,361,CCS,10.8
1871,Solid-state,129.9,178,Solar Charging,9.2
1872,Aluminum-ion,29.4,124,CHAdeMO,3.4
1873,Lithium-titanate,26.8,177,CHAdeMO,10.8
1874,Nickel-metal hydride,61.7,361,Level 2 Charging,11.3
1875,Zinc-air,144.9,576,DC Fast Charging (DCFC),7.6
1876,Nickel-cobalt-aluminum,52,530,Vehicle-to-Grid (V2G),1.9
1877,Calcium-ion,121.3,334,Vehicle-to-Grid (V2G),11.3
1878,Nickel-manganese-cobalt,79.9,139,Solar Charging,2.7
1879,Lithium-titanate,32.5,125,Inductive (Wireless) Charging,7.4
1880,Lead-acid,88,308,Vehicle-to-Load (V2L),8.6
1881,Sodium-ion,149.1,488,NACS,4.9
1882,Nickel-manganese-cobalt,40.1,198,Vehicle-to-Home (V2H),2.9
1883,Nickel-manganese-cobalt,143.8,366,Overhead Pantograph Charging,1.7
1884,Nickel-cobalt-aluminum,69.3,363,Vehicle-to-Grid (V2G),5.7
1885,Calcium-ion,72.3,255,Ultra-Fast Charging (350 kW+),11.2
1886,Magnesium-ion,122.8,222,Vehicle-to-Load (V2L),8.6
1887,Solid-state,68.3,380,Vehicle-to-Load (V2L),8.2
1888,Lithium-sulfur,96.7,116,Level 2 Charging,8.2
1889,Solid-state,70.9,106,Inductive (Wireless) Charging,9.7
1890,Zinc-air,59.9,579,Ultra-Fast Charging (350 kW+),11.8
1891,Nickel-metal hydride,86.6,354,Inductive (Wireless) Charging,4.6
1892,Lithium-iron phosphate,24.9,214,Solar Charging,0.9
1893,Calcium-ion,54.1,572,NACS,9.4
1894,Nickel-metal hydride,83.4,383,Solar Charging,9.4
1895,Calcium-ion,91.7,515,Solar Charging,4
1896,Lithium-iron phosphate,132.9,220,Vehicle-to-Home (V2H),1.4
1897,Zinc-air,125.6,571,Battery Swapping,9.6
1898,Calcium-ion,95.4,509,CHAdeMO,8.9
1899,Solid-state,145.9,212,Battery Swapping,1.4
1900,Lithium-titanate,111.5,180,Mobile Charging,7.8
1901,Nickel-manganese-cobalt,33,438,Vehicle-to-Home (V2H),6.6
1902,Sodium-ion,106,341,Battery Swapping,9.6
1903,Lithium-iron phosphate,99.1,462,Ultra-Fast Charging (350 kW+),5
1904,Nickel-metal hydride,75.5,514,Vehicle-to-Home (V2H),4.5
1905,Lead-acid,98.3,429,Mobile Charging,3.9
1906,Zinc-air,59,387,Plug-in Hydrogen Refueling,9.4
1907,Lithium-ion,148.5,571,Vehicle-to-Home (V2H),9.7
1908,Nickel-manganese-cobalt,88.6,156,DC Fast Charging (DCFC),5.6
1909,Magnesium-ion,66.4,534,Vehicle-to-Grid (V2G),5.6
1910,Magnesium-ion,108.4,519,Inductive (Wireless) Charging,8.9
1911,Lithium-titanate,34.5,478,Vehicle-to-Load (V2L),7.9
1912,Aluminum-ion,139.4,505,Overhead Pantograph Charging,10.2
1913,Lithium-titanate,30.2,573,Ultra-Fast Charging (350 kW+),3.6
1914,Solid-state,82.1,217,Mobile Charging,5.8
1915,Nickel-cobalt-aluminum,59.3,206,Vehicle-to-Home (V2H),0.7
1916,Lithium-titanate,129.2,150,Plug-in Hydrogen Refueling,5.1
1917,Lithium-ion,26.2,141,CCS,8.2
1918,Flow batteries,86.9,171,DC Fast Charging (DCFC),10.3
1919,Flow batteries,143.5,567,Plug-in Hydrogen Refueling,6
1920,Sodium-ion,114.2,135,CHAdeMO,2
1921,Nickel-manganese-cobalt,70,426,Ultra-Fast Charging (350 kW+),10
1922,Calcium-ion,80.1,240,Level 1 Charging,10.1
1923,Aluminum-ion,135.3,512,Plug-in Hydrogen Refueling,9.8
1924,Nickel-metal hydride,137.9,312,Battery Swapping,3.5
1925,Solid-state,60.2,597,Ultra-Fast Charging (350 kW+),3
1926,Flow batteries,105.8,455,Level 2 Charging,9.4
1927,Lithium-titanate,114.9,588,Plug-in Hydrogen Refueling,11.5
1928,Lithium-sulfur,29.4,507,Level 1 Charging,2.5
1929,Calcium-ion,95.3,490,Overhead Pantograph Charging,1.3
1930,Aluminum-ion,79.3,211,Vehicle-to-Grid (V2G),2.2
1931,Lithium-ion,123.5,378,Level 2 Charging,4.7
1932,Aluminum-ion,129,187,CCS,1
1933,Sodium-ion,39.4,101,Vehicle-to-Load (V2L),2
1934,Nickel-manganese-cobalt,99.7,320,Inductive (Wireless) Charging,7.7
1935,Lead-acid,34.9,255,Battery Swapping,8.7
1936,Lithium-ion,40,434,Ultra-Fast Charging (350 kW+),0.5
1937,Nickel-metal hydride,130.4,386,Level 1 Charging,10.4
1938,Lithium-sulfur,21.2,205,Level 1 Charging,3.4
1939,Magnesium-ion,115.5,382,Level 1 Charging,1.6
1940,Lithium-sulfur,32.5,283,Level 1 Charging,4.2
1941,Nickel-metal hydride,110.8,456,NACS,2
1942,Lithium-titanate,130.6,256,Vehicle-to-Load (V2L),11.9
1943,Lead-acid,109.2,527,NACS,5.8
1944,Lithium-sulfur,138.1,283,Level 1 Charging,8.6
1945,Flow batteries,115,405,NACS,1
1946,Magnesium-ion,91.3,109,Solar Charging,9.2
1947,Zinc-air,80.4,585,Level 2 Charging,9.7
1948,Lithium-sulfur,79.6,448,DC Fast Charging (DCFC),2
1949,Lithium-titanate,128.8,409,Vehicle-to-Load (V2L),7.1
1950,Nickel-manganese-cobalt,117.3,551,Overhead Pantograph Charging,10.6
1951,Lithium-titanate,51.6,464,Level 1 Charging,7.9
1952,Aluminum-ion,103.5,229,Solar Charging,3.7
1953,Magnesium-ion,78.8,281,CCS,8.4
1954,Magnesium-ion,98.8,500,Vehicle-to-Grid (V2G),4.7
1955,Calcium-ion,48.4,256,Level 2 Charging,6.1
1956,Flow batteries,23.3,420,Level 1 Charging,6.2
1957,Zinc-air,96.4,274,CHAdeMO,11.5
1958,Lithium-iron phosphate,60.8,443,Mobile Charging,9.8
1959,Lithium-sulfur,75.1,413,Mobile Charging,10.7
1960,Nickel-manganese-cobalt,52.7,199,Vehicle-to-Grid (V2G),11.7
1961,Zinc-air,32.1,425,CHAdeMO,6
1962,Lithium-titanate,102.2,286,Plug-in Hydrogen Refueling,3.9
1963,Nickel-cobalt-aluminum,47.6,270,Vehicle-to-Grid (V2G),0.6
1964,Lithium-titanate,98.1,234,Vehicle-to-Grid (V2G),0.9
1965,Nickel-metal hydride,39.5,388,Vehicle-to-Home (V2H),4.8
1966,Flow batteries,34,119,Level 2 Charging,2.9
1967,Flow batteries,45.2,221,Ultra-Fast Charging (350 kW+),7.3
1968,Lithium-iron phosphate,23.2,143,NACS,2.5
1969,Magnesium-ion,27,246,Mobile Charging,6.1
1970,Nickel-metal hydride,74.8,395,Level 2 Charging,10.9
1971,Calcium-ion,110,109,Vehicle-to-Grid (V2G),10.7
1972,Nickel-manganese-cobalt,110.3,340,Vehicle-to-Load (V2L),6.8
1973,Nickel-cobalt-aluminum,31.2,563,Vehicle-to-Home (V2H),11.5
1974,Magnesium-ion,69.1,161,Vehicle-to-Home (V2H),0.8
1975,Solid-state,109.7,593,Plug-in Hydrogen Refueling,4.8
1976,Sodium-ion,51,291,Battery Swapping,1.5
1977,Aluminum-ion,111.3,341,Level 1 Charging,8.5
1978,Calcium-ion,57.1,245,Ultra-Fast Charging (350 kW+),3.1
1979,Solid-state,31.9,574,Level 1 Charging,1.1
1980,Lithium-sulfur,93.5,183,Ultra-Fast Charging (350 kW+),8.6
1981,Lithium-sulfur,104.3,445,Mobile Charging,7.9
1982,Flow batteries,108.5,490,Battery Swapping,8.2
1983,Aluminum-ion,136.7,196,Ultra-Fast Charging (350 kW+),5.8
1984,Aluminum-ion,69,569,Level 1 Charging,10.1
1985,Lead-acid,30.2,239,Level 2 Charging,6.4
1986,Lithium-ion,93.4,395,Vehicle-to-Grid (V2G),2.9
1987,Sodium-ion,124.1,541,DC Fast Charging (DCFC),11.6
1988,Lithium-iron phosphate,66.4,395,Vehicle-to-Grid (V2G),1.9
1989,Calcium-ion,74.4,179,Overhead Pantograph Charging,7.6
1990,Lithium-titanate,99.3,595,DC Fast Charging (DCFC),10.3
1991,Solid-state,82.6,380,Battery Swapping,8.3
1992,Calcium-ion,136.6,316,Vehicle-to-Home (V2H),10.4
1993,Sodium-ion,86.7,552,Vehicle-to-Home (V2H),9.2
1994,Lithium-titanate,62.7,408,Vehicle-to-Grid (V2G),2.6
1995,Calcium-ion,56.2,600,Solar Charging,9.6
1996,Lithium-titanate,37.2,571,Ultra-Fast Charging (350 kW+),10.5
1997,Lithium-ion,37.1,166,Vehicle-to-Home (V2H),7.8
1998,Flow batteries,41.1,252,Vehicle-to-Home (V2H),10.5
1999,Calcium-ion,44.2,562,Vehicle-to-Load (V2L),6.7
2000,Lithium-iron phosphate,66,266,Solar Charging,1.4
2001,Nickel-cobalt-aluminum,76.3,121,Mobile Charging,10.1
2002,Aluminum-ion,24.7,178,Level 2 Charging,3.3
2003,Lithium-iron phosphate,132.8,583,Plug-in Hydrogen Refueling,6.5
2004,Nickel-manganese-cobalt,38.7,336,Plug-in Hydrogen Refueling,11.8
2005,Nickel-metal hydride,106.6,216,Ultra-Fast Charging (350 kW+),3.6
2006,Lithium-sulfur,63,273,Overhead Pantograph Charging,8.6
2007,Lithium-sulfur,112.2,503,Battery Swapping,1
2008,Flow batteries,25,153,CCS,5.3
2009,Nickel-cobalt-aluminum,129.4,547,Mobile Charging,4.9
2010,Calcium-ion,29.2,453,NACS,3.8
2011,Zinc-air,129.2,446,Battery Swapping,11.5
2012,Calcium-ion,144.2,394,Level 1 Charging,8.5
2013,Aluminum-ion,135.4,496,DC Fast Charging (DCFC),0.9
2014,Flow batteries,105.3,351,NACS,6.4
2015,Sodium-ion,93.9,413,Overhead Pantograph Charging,11.7
2016,Sodium-ion,133.8,590,Solar Charging,10.8
2017,Aluminum-ion,106.9,371,NACS,9.4
2018,Lithium-titanate,58.5,176,Level 2 Charging,9.7
2019,Lithium-ion,44.5,473,Overhead Pantograph Charging,8.4
2020,Lithium-iron phosphate,149.8,323,Ultra-Fast Charging (350 kW+),3.8
2021,Nickel-manganese-cobalt,94.3,398,Level 2 Charging,8.6
2022,Lithium-ion,31.2,560,DC Fast Charging (DCFC),11.5
2023,Zinc-air,119.7,419,Vehicle-to-Grid (V2G),8.5
2024,Zinc-air,31.2,456,Inductive (Wireless) Charging,6.3
2025,Nickel-cobalt-aluminum,108.1,254,Overhead Pantograph Charging,2.3
2026,Lithium-titanate,126.2,205,CCS,5.6
2027,Solid-state,21.5,435,Inductive (Wireless) Charging,8.4
2028,Lithium-iron phosphate,113.9,500,NACS,0.8
2029,Sodium-ion,27.5,466,Vehicle-to-Load (V2L),5.7
2030,Flow batteries,84.7,428,DC Fast Charging (DCFC),1.6
2031,Lithium-ion,75.2,545,Vehicle-to-Home (V2H),0.8
2032,Lithium-iron phosphate,109.7,130,Level 1 Charging,6.2
2033,Lithium-iron phosphate,52.5,210,Solar Charging,3
2034,Zinc-air,133.8,187,Ultra-Fast Charging (350 kW+),5.9
2035,Lithium-titanate,55.7,261,CCS,2.9
2036,Lithium-titanate,83.6,302,Inductive (Wireless) Charging,2.2
2037,Nickel-cobalt-aluminum,115.9,583,Battery Swapping,1.6
2038,Nickel-cobalt-aluminum,24.9,233,Overhead Pantograph Charging,6.4
2039,Lithium-titanate,47.8,294,DC Fast Charging (DCFC),1.3
2040,Lithium-titanate,117.3,500,Mobile Charging,4.4
2041,Nickel-manganese-cobalt,78.8,236,Level 1 Charging,2.8
2042,Lithium-ion,50,103,DC Fast Charging (DCFC),1.6
2043,Lithium-titanate,32.9,538,Vehicle-to-Home (V2H),9.1
2044,Magnesium-ion,96.1,232,Level 1 Charging,9.5
2045,Lithium-iron phosphate,55.8,370,Battery Swapping,7
2046,Lithium-sulfur,125.5,404,Overhead Pantograph Charging,3.4
2047,Nickel-metal hydride,81.7,186,Level 1 Charging,11.6
2048,Nickel-metal hydride,50.5,445,CCS,9.9
2049,Solid-state,77.8,338,CCS,1.9
2050,Lithium-titanate,139.7,247,NACS,7.7
2051,Flow batteries,89.5,341,Overhead Pantograph Charging,10.4
2052,Lithium-titanate,81.4,523,DC Fast Charging (DCFC),4.4
2053,Lithium-titanate,95,159,Vehicle-to-Grid (V2G),1.9
2054,Sodium-ion,124,188,Solar Charging,10.5
2055,Lead-acid,107.7,597,Vehicle-to-Load (V2L),5.8
2056,Nickel-metal hydride,118.1,307,Vehicle-to-Load (V2L),7.1
2057,Calcium-ion,94.2,284,Vehicle-to-Home (V2H),1.2
2058,Calcium-ion,118.4,403,Level 1 Charging,5.6
2059,Nickel-manganese-cobalt,124.1,506,Level 2 Charging,7.1
2060,Nickel-manganese-cobalt,132.5,578,NACS,7.6
2061,Nickel-cobalt-aluminum,66.9,241,DC Fast Charging (DCFC),9.4
2062,Magnesium-ion,37.2,176,Level 2 Charging,2.6
2063,Aluminum-ion,68.3,326,Ultra-Fast Charging (350 kW+),3.3
2064,Lead-acid,64.6,431,CHAdeMO,3.6
2065,Calcium-ion,129,207,Plug-in Hydrogen Refueling,8.8
2066,Nickel-metal hydride,120.5,494,Ultra-Fast Charging (350 kW+),5.9
2067,Calcium-ion,119.7,457,Level 2 Charging,0.6
2068,Lithium-iron phosphate,135.3,200,CCS,7.8
2069,Flow batteries,139.8,237,Vehicle-to-Home (V2H),3
2070,Flow batteries,70.2,289,Overhead Pantograph Charging,4
2071,Lithium-sulfur,23.9,205,CHAdeMO,7.7
2072,Magnesium-ion,94.4,213,Vehicle-to-Home (V2H),7.6
2073,Calcium-ion,107.6,593,Overhead Pantograph Charging,9.7
2074,Flow batteries,79.5,252,Vehicle-to-Load (V2L),5.3
2075,Lithium-iron phosphate,88.6,194,Solar Charging,2.2
2076,Nickel-cobalt-aluminum,49.6,409,Battery Swapping,7.6
2077,Solid-state,81.1,362,Vehicle-to-Load (V2L),3
2078,Flow batteries,116.6,185,Overhead Pantograph Charging,9
2079,Zinc-air,147.4,318,Plug-in Hydrogen Refueling,0.6
2080,Nickel-cobalt-aluminum,60.2,573,Vehicle-to-Home (V2H),9.4
2081,Flow batteries,23,201,Vehicle-to-Load (V2L),1.6
2082,Zinc-air,128.6,230,Vehicle-to-Load (V2L),9.6
2083,Sodium-ion,70.6,276,DC Fast Charging (DCFC),6.9
2084,Calcium-ion,54.3,122,Plug-in Hydrogen Refueling,6.3
2085,Nickel-cobalt-aluminum,124.3,587,NACS,3.6
2086,Lithium-ion,126.9,358,Vehicle-to-Home (V2H),1.2
2087,Nickel-manganese-cobalt,72.3,325,Battery Swapping,5.8
2088,Calcium-ion,108.5,457,Mobile Charging,11.8
2089,Sodium-ion,87.7,213,Inductive (Wireless) Charging,3
2090,Nickel-metal hydride,96.2,502,Vehicle-to-Load (V2L),2.7
2091,Lithium-ion,70,568,DC Fast Charging (DCFC),7.4
2092,Zinc-air,32.3,516,Ultra-Fast Charging (350 kW+),10.1
2093,Lithium-sulfur,99.3,175,Inductive (Wireless) Charging,8.6
2094,Zinc-air,48.6,516,CHAdeMO,1.4
2095,Calcium-ion,107.9,579,Vehicle-to-Load (V2L),6.2
2096,Magnesium-ion,146.9,167,Level 2 Charging,8
2097,Nickel-cobalt-aluminum,26.2,429,DC Fast Charging (DCFC),6.7
2098,Sodium-ion,66.4,547,Vehicle-to-Load (V2L),7.2
2099,Aluminum-ion,95.7,298,CCS,7.1
2100,Lead-acid,35.9,502,Battery Swapping,9.4
2101,Aluminum-ion,33.3,119,Ultra-Fast Charging (350 kW+),3.6
2102,Lithium-titanate,142.8,234,Mobile Charging,5.1
2103,Lithium-sulfur,38.6,416,Level 1 Charging,3.8
2104,Zinc-air,31.1,407,Overhead Pantograph Charging,2.7
2105,Sodium-ion,95.7,107,CHAdeMO,11.6
2106,Nickel-cobalt-aluminum,76.6,493,Inductive (Wireless) Charging,4
2107,Nickel-cobalt-aluminum,68,180,Vehicle-to-Load (V2L),9.1
2108,Nickel-metal hydride,55.6,592,Inductive (Wireless) Charging,4.4
2109,Nickel-metal hydride,34,589,Level 2 Charging,4.4
2110,Lithium-ion,62.8,591,Ultra-Fast Charging (350 kW+),3.8
2111,Lithium-titanate,34.2,516,Battery Swapping,11
2112,Calcium-ion,102.6,548,Vehicle-to-Load (V2L),7.3
2113,Nickel-manganese-cobalt,101,389,DC Fast Charging (DCFC),6.3
2114,Flow batteries,63.2,358,Vehicle-to-Load (V2L),5.7
2115,Nickel-metal hydride,60.9,251,NACS,2
2116,Lithium-iron phosphate,52.7,287,Ultra-Fast Charging (350 kW+),6.9
2117,Lead-acid,91,353,Solar Charging,4.2
2118,Calcium-ion,126.8,466,Plug-in Hydrogen Refueling,6.9
2119,Magnesium-ion,144.1,212,Level 1 Charging,7.8
2120,Lithium-sulfur,55.3,204,Inductive (Wireless) Charging,1.3
2121,Nickel-metal hydride,100.9,531,Vehicle-to-Home (V2H),0.8
2122,Lithium-titanate,73.7,135,DC Fast Charging (DCFC),10.1
2123,Nickel-cobalt-aluminum,147.1,212,CHAdeMO,6.1
2124,Lithium-ion,57.7,205,CCS,11.8
2125,Lithium-iron phosphate,72.3,310,Overhead Pantograph Charging,5.1
2126,Solid-state,95.5,575,Inductive (Wireless) Charging,10.4
2127,Aluminum-ion,58.9,498,Overhead Pantograph Charging,7.9
2128,Solid-state,43.6,229,Battery Swapping,2.9
2129,Lithium-sulfur,43.6,114,Plug-in Hydrogen Refueling,9.1
