Vehicle_ID,Manufacturer,Model,Year,Country_of_Manufacture,Color
1946,Lucid Motors,Lucid Gravity,2024,Malaysia,Charcoal
1947,Lamborghini,Lanzador (upcoming EV),2023,Netherlands,Teal
1948,Tesla,Cybertruck,2018,South Africa,Matte Green
1949,Kia,Soul EV,2018,Italy,Gun Metal
1950,Rivian,EDV (Electric Delivery Van),2025,United Arab Emirates,Turquoise
1951,Ferrari,Roma PHEV,2021,Israel,Champagne
1952,Rimac,Nevera,2025,Malaysia,Silver
1953,Genesis,GV70 Electric,2019,Spain,Cobalt Blue
1954,Acura,ZDX (with GM Ultium),2022,Turkey,Candy Apple Red
1955,Great Wall Motors,ORA Ballet Cat,2019,South Korea,Electric Blue
1956,Kia,Niro EV,2020,Israel,Beige
1957,Polestar,Polestar 3,2021,Japan,Navy Blue
1958,Lucid Motors,Lucid Air,2022,Sweden,Candy Apple Red
1959,Great Wall Motors,ORA Lightning Cat,2016,Brazil,Cosmic Purple
1960,Chevrolet,Silverado EV,2016,Argentina,Burgundy
1961,Ferrari,SF90 Stradale (PHEV),2025,USA,Burgundy
1962,Ford,F-150 Lightning,2025,Brazil,Ice Silver
1963,Pininfarina,Battista,2017,Saudi Arabia,Navy Blue
1964,Li Auto,L8,2024,Belgium,Ice Silver
1965,Nissan,Leaf,2025,Thailand,Black
1966,Renault,Megane E-Tech,2020,Poland,Gold
1967,Porsche,Taycan,2023,China,Titanium
1968,Jaguar,I-PACE,2020,United Arab Emirates,Blue
1969,Toyota,bZ4X,2022,Netherlands,Candy Apple Red
1970,Peugeot,e-208,2016,Indonesia,Cosmic Purple
1971,Tesla,Cybertruck,2021,Sweden,Candy Apple Red
1972,Rivian,R1S,2023,Malaysia,White
1973,Changan,Deepal S07,2015,Sweden,Magenta
1974,Renault,Megane E-Tech,2025,China,Champagne
1975,MG,MG ZS EV,2018,Argentina,Matte Green
1976,Volkswagen,ID.7,2025,UK,Black
1977,Lotus,Emeya,2015,Thailand,Sky Blue
1978,Kia,Soul EV,2022,Argentina,Matte Blue
1979,Hyundai,Kona Electric,2020,France,Platinum
1980,Ford,E-Transit,2025,UK,Silver
1981,VinFast,VFe34 (discontinued),2022,Hungary,Brown
1982,Ford,Explorer EV (Europe),2025,UK,Copper
1983,VinFast,VF 8,2016,Austria,Sapphire Blue
1984,NIO,ET7,2025,UK,Champagne
1985,GMC,Hummer EV SUV,2023,Mexico,Platinum
1986,Honda,Honda Prologue,2020,Belgium,Stealth Gray
1987,BMW,iX3,2023,Vietnam,Sky Blue
1988,Canoo,Lifestyle Vehicle,2016,Australia,Blue
1989,Ford,F-150 Lightning,2025,Italy,Lime Green
1990,Great Wall Motors,ORA Ballet Cat,2016,Spain,Aurora Blue
1991,Jeep,Grand Cherokee 4xe (PHEV),2022,UK,Midnight Black
1992,Fisker,Ocean,2024,Turkey,Sapphire Blue
1993,Pininfarina,Battista,2019,Portugal,Forest Green
1994,Rivian,R1S,2015,China,Lime Green
1995,Nissan,Leaf,2017,Vietnam,Forest Green
1996,Lamborghini,Lanzador (upcoming EV),2017,Australia,Cobalt Blue
1997,Volvo,XC40 Recharge,2021,South Korea,Forest Green
1998,Maserati,GranTurismo Folgore,2025,China,Metallic Silver
1999,Tesla,Model Y,2023,Indonesia,Cream
2000,MG,MG ES5,2021,United Arab Emirates,Pearl White
2001,Lotus,Evija,2023,Israel,Beige
2002,Seat,Avenger,2022,Netherlands,Titanium
2003,Peugeot,e-2008,2015,Malaysia,Gray
2004,Mini,Mini Cooper SE,2017,USA,Charcoal
2005,Peugeot,e-208,2021,Argentina,Platinum
2006,Mahindra,XUV400,2015,Italy,Blue
2007,Fisker,Pear (upcoming),2015,Mexico,Charcoal
2008,VinFast,VF 9,2022,China,Matte White
2009,Changan,SL03,2023,Turkey,Bronze
2010,Porsche,Macan EV,2024,Saudi Arabia,Teal
2011,Polestar,Polestar 4,2020,Russia,Silver
2012,Dacia,Jogger Hybrid,2018,Russia,Graphite Gray
2013,Zeekr,Zeekr 001,2020,Argentina,Orange
2014,Changan,SL03,2017,India,Purple
2015,Mazda,Mazda EV (upcoming models),2022,Hungary,Pink
2016,Jaguar,I-PACE,2023,Brazil,Sapphire Blue
2017,Faraday Future,FF 91,2022,Hungary,Ruby Red
2018,BYD,Dolphin,2019,Italy,Cobalt Blue
2019,MG,MG4 Electric,2019,UK,Volcanic Yellow
2020,Seat,Avenger,2024,Germany,Burgundy
2021,Dacia,Jogger Hybrid,2020,New Zealand,Platinum
2022,Rimac,Nevera,2021,Poland,Electric Blue
2023,Audi,e-tron GT,2018,Saudi Arabia,Brown
2024,Ford,Mustang Mach-E,2017,UK,Silver
2025,Lamborghini,Revuelto (PHEV),2024,France,Matte Green
2026,Rimac,Nevera,2023,Vietnam,Stealth Gray
2027,Seat,Avenger,2022,Finland,Green
2028,Canoo,Lifestyle Vehicle,2016,Portugal,Forest Green
2029,Lotus,Emeya,2021,Brazil,Charcoal
2030,XPeng,P7,2018,South Korea,Lime Green
2031,GMC,Hummer EV SUV,2018,Portugal,Gun Metal
2032,Dacia,Jogger Hybrid,2018,South Africa,Purple
2033,BMW,iX1,2021,Thailand,Stealth Gray
2034,Lotus,Evija,2018,Singapore,White
2035,BYD,Atto 3,2020,Indonesia,Matte Green
2036,Mahindra,XUV400,2023,Japan,Black
2037,Li Auto,L9,2023,UK,Navy Blue
2038,Ferrari,Roma PHEV,2022,Canada,Yellow
2039,Maserati,Grecale Folgore,2019,France,Orange
2040,Cadillac,Lyriq,2021,India,Bronze
2041,Citroen,??-Spacetourer,2018,Portugal,Sky Blue
2042,Li Auto,MEGA,2015,Italy,Ruby Red
2043,Toyota,Lexus UX 300e,2017,South Africa,Beige
2044,Acura,ZDX (with GM Ultium),2015,Indonesia,Green
2045,VinFast,VF 8,2015,New Zealand,Racing Red
2046,Dacia,Bigster EV (upcoming),2016,Vietnam,Beige
2047,Seat,Avenger,2021,China,Racing Red
2048,Citroen,??-Spacetourer,2024,Austria,Matte Gray
2049,Hyundai,Kona Electric,2015,Mexico,Copper
2050,Lamborghini,Lanzador (upcoming EV),2016,Belgium,Rose Gold
2051,Rivian,R1S,2017,United Arab Emirates,Matte Green
2052,Toyota,Lexus UX 300e,2022,China,Volcanic Yellow
2053,Audi,e-tron,2022,Spain,Cream
2054,BMW,iX1,2022,South Africa,Volcanic Yellow
2055,Renault,Kangoo E-Tech,2019,United Arab Emirates,Matte Gray
2056,Hyundai,Kona Electric,2023,Indonesia,Sapphire Blue
2057,Rivian,EDV (Electric Delivery Van),2018,South Africa,Stealth Gray
2058,Peugeot,e-5008,2015,South Africa,Champagne
2059,Volvo,C40 Recharge,2015,Belgium,Graphite Gray
2060,Renault,Scenic E-Tech,2023,New Zealand,Rose Gold
2061,Volkswagen,ID.6,2022,France,Graphite Gray
2062,Lucid Motors,Lucid Gravity,2020,Finland,Cream
2063,Honda,Honda Prologue,2017,Japan,Cosmic Purple
2064,Pininfarina,Battista,2021,Argentina,Aurora Blue
2065,Nissan,Leaf,2020,Switzerland,Gun Metal
2066,Maserati,GranTurismo Folgore,2021,Austria,Titanium
2067,Volvo,C40 Recharge,2022,Sweden,Magenta
2068,Toyota,bZ4X,2018,Turkey,Cobalt Blue
2069,Genesis,G80 Electric,2023,Argentina,Matte Black
2070,NIO,ET5,2025,Sweden,Ice Silver
2071,Mini,Mini Electric,2021,Ireland,Ruby Red
2072,Lamborghini,Revuelto (PHEV),2025,South Africa,Sky Blue
2073,Kia,EV6,2024,Germany,Sky Blue
2074,Acura,ZDX (with GM Ultium),2021,Singapore,Magenta
2075,GMC,Hummer EV Pickup,2015,Sweden,Pearl White
2076,Rivian,EDV (Electric Delivery Van),2025,USA,Copper
2077,Zeekr,Zeekr 009,2018,UK,Racing Red
2078,Mini,Mini Cooper SE,2018,Switzerland,Sunset Orange
2079,Toyota,Lexus UX 300e,2018,Japan,Orange
2080,Geely,Geometry A,2017,Denmark,Matte Green
2081,Zeekr,Zeekr 001,2024,Argentina,Navy Blue
2082,Toyota,Lexus RZ,2021,Saudi Arabia,Crimson Red
2083,MG,MG ZS EV,2025,Poland,Cobalt Blue
2084,Geely,Geometry C,2018,Japan,Graphite Gray
2085,Genesis,G80 Electric,2019,Austria,Navy Blue
2086,Skoda,Enyaq Coupe,2021,Switzerland,Silver
2087,Jeep,Wrangler 4xe (PHEV),2018,Canada,Matte Blue
2088,Citroen,??-C4,2024,Turkey,Tan
2089,VinFast,VF 8,2016,Indonesia,Matte White
2090,Rimac,Nevera,2015,Germany,Yellow
2091,Hyundai,Ioniq 6,2023,Israel,Navy Blue
2092,Fisker,Pear (upcoming),2016,Malaysia,Matte White
2093,Maserati,Grecale Folgore,2025,United Arab Emirates,Rose Gold
2094,Zeekr,Zeekr 001,2017,Brazil,Matte Green
2095,BMW,iX,2022,India,Teal
2096,Audi,e-tron GT,2021,Israel,Beige
2097,Jaguar,I-PACE,2023,Italy,Lime Green
2098,Lucid Motors,Lucid Air,2017,Vietnam,Blue
2099,Zeekr,Zeekr 001,2015,South Korea,Matte Gray
2100,Rivian,R1S,2015,USA,Matte Gray
2101,Audi,A6 e-tron (upcoming),2022,Portugal,Gold
2102,Chevrolet,Silverado EV,2017,Finland,Crimson Red
2103,Cadillac,Celestiq,2016,Malaysia,Ruby Red
2104,Changan,Deepal S07,2021,Czech Republic,Rose Gold
2105,Dacia,Bigster EV (upcoming),2023,Italy,Beige
2106,Volkswagen,ID.2all,2023,Thailand,Bronze
2107,Genesis,GV60,2016,Japan,Copper
2108,Dacia,Jogger Hybrid,2020,India,Racing Red
2109,NIO,ET7,2022,Argentina,Emerald Green
2110,Toyota,Lexus RZ,2021,Italy,Charcoal
2111,Honda,Honda e (discontinued),2018,Portugal,Red
2112,Faraday Future,FF 91,2025,Poland,Ice Silver
2113,Volvo,XC40 Recharge,2018,Singapore,Silver
2114,Citroen,??-Spacetourer,2018,Italy,Teal
2115,Peugeot,e-5008,2025,Canada,Purple
2116,Nissan,Ariya,2015,New Zealand,Graphite Gray
2117,Chevrolet,Equinox EV,2017,Malaysia,Graphite Gray
2118,Rivian,R1T,2025,Argentina,Yellow
2119,Mazda,MX-30,2019,India,Cobalt Blue
2120,Subaru,Solterra,2022,New Zealand,Rose Gold
2121,Toyota,Lexus UX 300e,2022,Switzerland,Silver
2122,Peugeot,e-3008,2023,South Korea,Cream
2123,Honda,e:Ny1,2022,Switzerland,Silver
2124,Lamborghini,Revuelto (PHEV),2022,South Africa,Racing Red
2125,Tesla,Model Y,2015,India,Candy Apple Red
2126,VinFast,VFe34 (discontinued),2017,Netherlands,Matte White
2127,Rivian,R1T,2015,Singapore,Brown
2128,Maserati,GranTurismo Folgore,2018,Portugal,Cobalt Blue
2129,Fisker,Ocean,2017,UK,Sky Blue
2130,Honda,Honda e (discontinued),2023,United Arab Emirates,Racing Red
2131,Polestar,Polestar 5 (upcoming),2024,Thailand,Ice Silver
2132,Great Wall Motors,ORA Lightning Cat,2020,UK,Magenta
2133,Genesis,GV80 Electric,2017,Russia,White
2134,Hyundai,Ioniq 5,2024,Indonesia,Metallic Silver
2135,Tesla,Model S,2015,Spain,Navy Blue
2136,Hyundai,Ioniq 6,2022,India,Matte Green
2137,XPeng,P7,2015,Norway,Sky Blue
2138,Toyota,Lexus RZ,2024,Denmark,Sapphire Blue
2139,Skoda,Elroq (upcoming),2016,Indonesia,Volcanic Yellow
2140,Lamborghini,Lanzador (upcoming EV),2016,Turkey,Teal
2141,Seat,Avenger,2021,Thailand,Champagne
2142,Faraday Future,FF 91,2020,Spain,Matte Blue
2143,Geely,Geometry C,2020,Malaysia,Forest Green
2144,XPeng,G9,2018,Portugal,Teal
2145,Maserati,Grecale Folgore,2018,Canada,Gun Metal
2146,Toyota,bZ4X,2022,Switzerland,Beige
2147,Faraday Future,FF 91,2021,Czech Republic,Metallic Silver
2148,Peugeot,e-208,2018,Singapore,Burgundy
2149,Canoo,Lifestyle Vehicle,2015,Canada,Matte White
2150,Changan,Deepal S07,2024,Vietnam,Black
2151,Dacia,Bigster EV (upcoming),2023,Norway,Lime Green
2152,Great Wall Motors,ORA Lightning Cat,2021,Canada,Matte White
2153,Ferrari,SF90 Stradale (PHEV),2017,France,Magenta
2154,Tesla,Model X,2023,Thailand,Stealth Gray
2155,Chevrolet,Silverado EV,2015,Denmark,Graphite Gray
2156,Zeekr,Zeekr 009,2025,Norway,Aurora Blue
2157,Polestar,Polestar 5 (upcoming),2019,Finland,Racing Red
2158,Mini,Mini Aceman,2020,Australia,Silver
2159,GMC,Hummer EV Pickup,2016,Finland,Gun Metal
2160,XPeng,G9,2019,Brazil,Cobalt Blue
2161,Jaguar,I-PACE,2025,UK,Metallic Silver
2162,Volkswagen,ID.2all,2015,Brazil,Blue
2163,Citroen,??-Spacetourer,2024,Hungary,Emerald Green
2164,Ford,F-150 Lightning,2023,Turkey,Yellow
2165,Mini,Mini Aceman,2016,Singapore,Orange
2166,MG,MG ES5,2021,United Arab Emirates,Graphite Gray
2167,Ferrari,SF90 Stradale (PHEV),2025,Malaysia,Black
2168,Faraday Future,FF 91,2020,Italy,Cosmic Purple
2169,Mahindra,Born Electric (upcoming range),2019,Switzerland,Gray
2170,Great Wall Motors,ORA Ballet Cat,2015,Czech Republic,Gun Metal
2171,Kia,EV9,2021,Canada,Champagne
2172,Zeekr,Zeekr 007,2019,Sweden,Navy Blue
2173,Jaguar,I-PACE,2019,Mexico,Turquoise
2174,Faraday Future,FF 91,2016,New Zealand,Lime Green
2175,Subaru,Solterra,2015,Argentina,Green
2176,Dacia,Bigster EV (upcoming),2024,Belgium,Sapphire Blue
2177,MG,MG5 EV,2025,Denmark,Matte Gray
2178,XPeng,G9,2015,Belgium,Brown
2179,Lamborghini,Lanzador (upcoming EV),2023,Poland,Matte Black
2180,XPeng,G6,2019,UK,Ice Silver
2181,Ford,Explorer EV (Europe),2019,Netherlands,Sky Blue
2182,Rimac,Nevera,2025,India,Magenta
2183,Rivian,EDV (Electric Delivery Van),2024,Sweden,Magenta
2184,Lamborghini,Lanzador (upcoming EV),2019,China,Matte Black
2185,Polestar,Polestar 3,2019,Austria,Electric Blue
2186,Dacia,Jogger Hybrid,2018,Russia,Purple
2187,Skoda,Enyaq Coupe,2025,United Arab Emirates,Beige
2188,Acura,ZDX (with GM Ultium),2025,Netherlands,Crimson Red
2189,Honda,Honda Prologue,2017,Spain,Candy Apple Red
2190,Acura,ZDX (with GM Ultium),2024,France,Emerald Green
2191,Acura,ZDX (with GM Ultium),2018,Norway,Electric Blue
2192,Rivian,EDV (Electric Delivery Van),2016,Argentina,Silver
2193,Opel,Mokka-e,2020,Finland,Teal
2194,Canoo,Lifestyle Vehicle,2015,Argentina,Volcanic Yellow
2195,Volkswagen,ID.3,2021,Canada,Sunset Orange
2196,Hyundai,Ioniq 5,2022,Japan,Cream
2197,Nissan,Ariya,2017,South Korea,Gray
2198,Renault,Scenic E-Tech,2016,Vietnam,Sky Blue
2199,Opel,Corsa-e,2017,Norway,Metallic Silver
2200,Acura,ZDX (with GM Ultium),2019,Mexico,Tan
2201,Dacia,Jogger Hybrid,2015,Mexico,Pink
2202,Audi,Q4 e-tron,2019,Czech Republic,Metallic Silver
2203,Tesla,Model X,2022,USA,Blue
2204,Geely,Geometry A,2025,Malaysia,Bronze
2205,Skoda,Enyaq,2018,Saudi Arabia,Rose Gold
2206,Fisker,Ocean,2022,Brazil,Blue
2207,Dacia,Jogger Hybrid,2022,Ireland,Matte Black
2208,Dacia,Bigster EV (upcoming),2020,Australia,Turquoise
2209,Ferrari,Roma PHEV,2021,Norway,Volcanic Yellow
2210,Mini,Mini Cooper SE,2016,Austria,Gun Metal
2211,Tesla,Cybertruck,2016,Netherlands,Cream
2212,Changan,Deepal S07,2022,France,Gray
2213,Subaru,Solterra,2015,Singapore,Ice Silver
2214,BYD,Dolphin,2018,Finland,Burgundy
2215,Toyota,Lexus UX 300e,2023,Canada,Volcanic Yellow
2216,Cadillac,Lyriq,2020,Belgium,Matte White
2217,Ford,Mustang Mach-E,2016,Canada,Matte Green
2218,Jeep,Grand Cherokee 4xe (PHEV),2018,New Zealand,Matte Gray
2219,Renault,Kangoo E-Tech,2020,Italy,Blue
2220,Jaguar,I-PACE,2017,Austria,Candy Apple Red
2221,Genesis,G80 Electric,2023,Malaysia,Bronze
2222,Great Wall Motors,ORA Ballet Cat,2016,Hungary,Ruby Red
2223,Fisker,Ocean,2024,Denmark,Silver
2224,GMC,Hummer EV SUV,2018,South Africa,White
2225,Genesis,GV80 Electric,2019,Israel,Champagne
2226,Tesla,Model S,2023,Canada,Ruby Red
2227,Geely,Geometry C,2018,Japan,Champagne
2228,Mazda,MX-30,2021,USA,Pearl White
2229,Dacia,Jogger Hybrid,2017,Malaysia,Stealth Gray
2230,Great Wall Motors,ORA Ballet Cat,2015,South Africa,Matte Green
2231,Lucid Motors,Lucid Gravity,2017,Netherlands,Pearl White
2232,Cadillac,Celestiq,2021,Denmark,Sky Blue
2233,Cadillac,Lyriq,2020,France,Sapphire Blue
2234,Peugeot,e-3008,2024,Netherlands,Copper
2235,Citroen,??-C4,2018,Canada,Matte Blue
2236,Nissan,Leaf,2022,Poland,Magenta
2237,Subaru,Solterra,2023,Hungary,Lime Green
2238,Rimac,Nevera,2017,South Africa,Blue
2239,Mazda,MX-30,2023,Spain,Volcanic Yellow
2240,Tesla,Model 3,2020,Japan,Candy Apple Red
2241,Acura,ZDX (with GM Ultium),2025,Russia,Matte White
2242,Seat,Avenger,2015,Germany,Red
2243,Faraday Future,FF 91,2020,Saudi Arabia,Cobalt Blue
2244,Lamborghini,Lanzador (upcoming EV),2017,India,Metallic Silver
2245,Zeekr,Zeekr 001,2022,Brazil,Crimson Red
2246,Jeep,Grand Cherokee 4xe (PHEV),2016,Belgium,Purple
2247,Great Wall Motors,ORA Lightning Cat,2015,Finland,Sapphire Blue
2248,Dacia,Bigster EV (upcoming),2017,China,Teal
2249,BYD,Atto 3,2020,China,Sapphire Blue
2250,Peugeot,e-208,2015,Vietnam,Cobalt Blue
2251,Nissan,Ariya,2016,Russia,Tan
2252,Porsche,Macan EV,2025,Finland,Matte Black
2253,Skoda,Elroq (upcoming),2020,Hungary,Racing Red
2254,Subaru,Solterra,2018,Vietnam,Platinum
2255,Polestar,Polestar 2,2023,UK,Cosmic Purple
2256,Honda,e:Ny1,2023,United Arab Emirates,Emerald Green
2257,Ferrari,Ferrari EV (2025+),2024,Portugal,Black
2258,Subaru,Solterra,2016,USA,Cream
2259,BYD,Seal,2022,Italy,Sky Blue
2260,Mini,Mini Electric,2022,Australia,Platinum
2261,Great Wall Motors,ORA Lightning Cat,2025,Australia,Sapphire Blue
2262,BYD,Han EV,2024,Australia,Green
2263,Jeep,Recon (upcoming),2019,Turkey,Purple
2264,Mini,Mini Cooper SE,2017,Norway,Matte Blue
2265,Rimac,Nevera,2022,Denmark,Teal
2266,Skoda,Elroq (upcoming),2020,Japan,Rose Gold
2267,MG,MG4 Electric,2025,Australia,Silver
2268,Citroen,??-C4,2016,Saudi Arabia,Champagne
2269,Zeekr,Zeekr 007,2022,Czech Republic,Navy Blue
2270,Hyundai,Kona Electric,2015,South Korea,Sunset Orange
2271,Volkswagen,ID.5,2021,South Korea,Cobalt Blue
2272,Faraday Future,FF 91,2022,Czech Republic,Pearl White
2273,Hyundai,Ioniq 7 (upcoming),2019,Argentina,Platinum
2274,Canoo,Pickup,2015,Brazil,Charcoal
2275,NIO,ET9,2020,Spain,Pink
2276,NIO,ET5,2022,Norway,Gray
2277,Genesis,GV70 Electric,2020,Indonesia,Orange
2278,GMC,Hummer EV SUV,2019,Hungary,Pink
2279,Genesis,GV80 Electric,2015,Italy,Metallic Silver
2280,Seat,Avenger,2025,Russia,Black
2281,BYD,Seal,2019,New Zealand,Champagne
2282,Subaru,Solterra,2019,Italy,Graphite Gray
2283,Faraday Future,FF 91,2018,India,Ruby Red
2284,Mercedes-Benz,EQE SUV,2019,Vietnam,Stealth Gray
2285,Peugeot,e-3008,2022,France,Burgundy
2286,BYD,Han EV,2025,South Africa,Graphite Gray
2287,Skoda,Enyaq,2021,Poland,Pink
2288,MG,MG ZS EV,2017,Sweden,Sky Blue
2289,Mercedes-Benz,EQB,2024,Portugal,Tan
2290,Mini,Mini Cooper SE,2016,Brazil,Black
2291,Cadillac,Lyriq,2015,Italy,Matte Black
2292,Rivian,R1S,2019,Malaysia,Cosmic Purple
2293,Canoo,Pickup,2016,Spain,Red
2294,Ferrari,Ferrari EV (2025+),2021,New Zealand,Teal
2295,Lucid Motors,Lucid Air,2023,Austria,Titanium
2296,Hyundai,Ioniq 6,2023,Ireland,Turquoise
2297,Cadillac,Lyriq,2022,Canada,Stealth Gray
2298,Li Auto,L7,2017,South Africa,Sapphire Blue
2299,Mercedes-Benz,EQB,2015,Czech Republic,Gun Metal
2300,Volvo,XC40 Recharge,2015,Russia,Ice Silver
2301,Ferrari,SF90 Stradale (PHEV),2019,Finland,Tan
2302,Maserati,Grecale Folgore,2019,United Arab Emirates,Ruby Red
2303,Ford,Mustang Mach-E,2022,Singapore,Metallic Silver
2304,Honda,e:Ny1,2022,Argentina,Ice Silver
2305,XPeng,P5,2022,Belgium,Sapphire Blue
2306,BMW,i3,2017,Ireland,Sky Blue
2307,Tesla,Model X,2022,Malaysia,Graphite Gray
2308,Citroen,??-C4,2018,Russia,Pink
2309,Polestar,Polestar 2,2015,Sweden,Crimson Red
2310,Maserati,Grecale Folgore,2020,Switzerland,Ice Silver
2311,Genesis,GV70 Electric,2017,Malaysia,Rose Gold
2312,Zeekr,Zeekr 001,2015,Malaysia,Forest Green
2313,Mini,Mini Cooper SE,2019,India,Volcanic Yellow
2314,Dacia,Bigster EV (upcoming),2019,Vietnam,Brown
2315,Audi,Q4 e-tron,2017,Ireland,Volcanic Yellow
2316,Hyundai,Ioniq 5,2017,USA,Black
2317,Dacia,Bigster EV (upcoming),2023,Argentina,Red
2318,Tesla,Model X,2020,Poland,Cream
2319,BYD,Dolphin,2021,Italy,Teal
2320,Zeekr,Zeekr 009,2020,Finland,Matte Green
2321,Changan,Deepal S07,2019,Argentina,Matte Gray
2322,Volvo,EX90,2025,Denmark,Brown
2323,Lucid Motors,Lucid Air,2023,France,Green
2324,MG,MG5 EV,2020,Thailand,Matte Green
2325,Fisker,Pear (upcoming),2023,Turkey,Metallic Silver
2326,Zeekr,Zeekr X,2025,Spain,Brown
2327,Seat,Avenger,2024,Poland,Gun Metal
2328,Maserati,GranTurismo Folgore,2017,Vietnam,Metallic Silver
2329,Volkswagen,ID.Buzz,2022,Italy,Purple
2330,Jaguar,I-PACE,2025,Netherlands,Beige
2331,XPeng,G9,2021,Japan,Teal
2332,Skoda,Elroq (upcoming),2016,South Africa,Gun Metal
2333,Lotus,Emeya,2018,Ireland,Racing Red
2334,VinFast,VF 9,2015,Finland,Black
2335,Pininfarina,Battista,2017,Malaysia,Gold
2336,Subaru,Solterra,2019,Belgium,Sky Blue
2337,Dacia,Jogger Hybrid,2017,Austria,Rose Gold
2338,Genesis,GV80 Electric,2023,Singapore,Titanium
2339,Jaguar,I-PACE,2017,Czech Republic,Green
2340,Chevrolet,Silverado EV,2025,Spain,Titanium
2341,Canoo,Lifestyle Vehicle,2024,USA,Stealth Gray
2342,MG,MG4 Electric,2020,France,Aurora Blue
2343,Tesla,Model S,2024,Turkey,Pink
2344,XPeng,G9,2023,Czech Republic,Forest Green
2345,Fisker,Pear (upcoming),2023,Denmark,Racing Red
2346,Kia,EV9,2021,Indonesia,Burgundy
2347,Peugeot,e-3008,2017,USA,Green
2348,Fisker,Pear (upcoming),2024,Thailand,Champagne
2349,BMW,iX,2024,Israel,Midnight Black
2350,Mini,Mini Electric,2024,Poland,Sky Blue
2351,Genesis,GV80 Electric,2018,Czech Republic,Lime Green
2352,Ford,E-Transit,2019,Vietnam,Crimson Red
2353,Li Auto,L8,2025,Mexico,Midnight Black
2354,Ferrari,SF90 Stradale (PHEV),2018,Belgium,Champagne
2355,Mercedes-Benz,G-Class Electric (upcoming),2015,Spain,Forest Green
2356,Cadillac,Optiq (upcoming),2021,South Africa,Beige
2357,Cadillac,Celestiq,2015,Hungary,Sapphire Blue
2358,Volvo,C40 Recharge,2016,New Zealand,Bronze
2359,Cadillac,Lyriq,2025,Germany,Pearl White
2360,Tesla,Roadster (upcoming),2017,Thailand,Forest Green
2361,Lamborghini,Revuelto (PHEV),2016,New Zealand,Brown
2362,Mini,Mini Cooper SE,2022,Israel,Yellow
2363,Mazda,Mazda EV (upcoming models),2023,Czech Republic,Purple
2364,Seat,Avenger,2015,Japan,Blue
2365,Lucid Motors,Lucid Gravity,2025,USA,Beige
2366,Seat,Avenger,2023,Argentina,Pearl White
2367,Kia,EV9,2022,Netherlands,Electric Blue
2368,MG,MG ZS EV,2016,Italy,Tan
2369,XPeng,G9,2017,Poland,Matte Green
2370,Nissan,Ariya,2025,South Korea,Red
2371,MG,MG5 EV,2017,Turkey,Champagne
2372,Genesis,GV70 Electric,2015,Austria,Graphite Gray
2373,Mercedes-Benz,G-Class Electric (upcoming),2025,United Arab Emirates,Orange
2374,Honda,e:Ny1,2021,Argentina,Silver
2375,Great Wall Motors,ORA Ballet Cat,2019,Thailand,Lime Green
2376,Lamborghini,Lanzador (upcoming EV),2018,Ireland,Lime Green
2377,Mini,Mini Aceman,2016,Mexico,Bronze
2378,Jeep,Wagoneer S,2017,France,Charcoal
2379,Volkswagen,ID.4,2025,Netherlands,Graphite Gray
2380,GMC,Hummer EV SUV,2025,Belgium,Burgundy
2381,Rivian,EDV (Electric Delivery Van),2020,Finland,Black
2382,Subaru,Solterra,2019,Thailand,Purple
2383,Lamborghini,Lanzador (upcoming EV),2025,Belgium,Crimson Red
2384,Zeekr,Zeekr X,2018,Thailand,Turquoise
2385,XPeng,G6,2023,Portugal,Copper
2386,Toyota,Lexus RZ,2017,Singapore,Copper
2387,Dacia,Bigster EV (upcoming),2017,China,Turquoise
2388,GMC,Hummer EV Pickup,2019,Hungary,Electric Blue
2389,BYD,Tang EV,2015,China,Ruby Red
2390,Polestar,Polestar 2,2020,Germany,Red
2391,Great Wall Motors,ORA Ballet Cat,2025,China,Platinum
2392,Jaguar,I-PACE,2021,Ireland,Magenta
2393,Cadillac,Optiq (upcoming),2025,UK,Candy Apple Red
2394,Renault,5 E-Tech,2016,Netherlands,Aurora Blue
2395,Volkswagen,ID.3,2017,Czech Republic,Matte Gray
2396,Cadillac,Optiq (upcoming),2022,UK,Copper
2397,Mahindra,XUV400,2018,Argentina,Matte Blue
2398,Changan,Deepal S07,2025,Israel,Pearl White
2399,Maserati,Grecale Folgore,2021,Israel,Turquoise
2400,Canoo,Lifestyle Vehicle,2024,Brazil,Matte Black
2401,Tesla,Cybertruck,2021,Hungary,Champagne
2402,NIO,ET9,2025,Italy,Burgundy
2403,Acura,ZDX (with GM Ultium),2020,Australia,Aurora Blue
2404,BYD,Seal,2022,Brazil,Volcanic Yellow
2405,Canoo,MPDV,2023,Netherlands,Purple
2406,Skoda,Enyaq Coupe,2020,Singapore,Matte Blue
2407,Chevrolet,Silverado EV,2015,Czech Republic,Gray
2408,Maserati,GranTurismo Folgore,2016,Finland,Pearl White
2409,Toyota,bZ4X,2023,China,Red
2410,Genesis,G80 Electric,2020,Finland,Yellow
2411,Lucid Motors,Lucid DreamDrive,2025,Poland,Ruby Red
2412,Nissan,Leaf,2016,Japan,Red
2413,VinFast,VF 9,2022,Mexico,Magenta
2414,Pininfarina,Battista,2018,Finland,Beige
2415,Renault,5 E-Tech,2018,Poland,Red
2416,Ford,Explorer EV (Europe),2019,France,Cosmic Purple
2417,Mercedes-Benz,EQS,2021,Israel,Titanium
